Repliccate,Gene_trees
7706,"((((W,V),(U,B)),((S,(T,((((R,R),(Q,Q)),(P,P)),O))),(((N,M),((L,L),K)),((((E,E),(H,D)),J),(I,((F,(G,G)),C)))))),A);"
9,"(((((U,B),(W,W)),V),((T,(S,(((R,Q),P),O))),(((N,M),((((L,L),L),L),K)),(((((((J,J),J),J),J),J),J),((I,(E,((H,D),D))),((F,G),C)))))),A);"
2234,"(A,((((U,W),V),(B,B)),((((M,M),N),(((L,L),((T,T),(((((((((O,P),R),O),R),Q),Q),S),P),S))),K)),(((H,H),D),(((((((J,I),E),G),E),F),G),C)))));"
10748,"(((((B,V),W),U),((T,(S,(((R,Q),(P,P)),O))),(((N,M),(L,K)),(J,((H,(E,D)),((((((F,F),F),F),G),I),C)))))),((((((((A,A),A),A),A),A),A),A),A));"
10920,"(((((((V,V),V),W),(U,B)),K),((T,((S,S),(((R,R),((Q,Q),Q)),(P,O)))),(((N,M),(L,((K,K),K))),(J,(((F,G),(E,H)),(I,(((((C,C),C),C),C),C))))))),A);"
2160,"(((((B,W),V),U),((T,(((S,S),S),(((R,Q),P),((O,O),O)))),((((N,M),(L,L)),(K,K)),(J,((E,(H,D)),(I,((((F,F),F),G),C))))))),A);"
2161,"((((((V,V),V),((((U,U),U),U),B)),W),((T,(S,(((R,Q),(P,P)),O))),(((N,M),(L,K)),((((((J,J),J),J),J),J),(((E,H),D),((F,G),(I,C))))))),A);"
6026,"(((((V,V),((U,U),B)),((W,W),W)),((((S,S),T),(((R,Q),P),O)),(G,((((((N,M),N),M),M),((L,L),K)),(((H,D),D),((I,((J,E),F)),(G,C))))))),A);"
7515,"((((((((P,((((S,S),T),O),((R,Q),O))),(F,((G,(((((((H,D),H),E),E),E),E),H)),((M,((L,L),K)),((((((((C,I),N),J),M),G),C),G),M))))),V),V),B),U),(W,W)),(A,A));"
8326,"(((((B,V),U),W),((T,((S,S),(((R,Q),P),O))),(((N,M),(L,K)),(J,(((F,G),(E,(H,D))),(I,C)))))),A);"
9501,"((((((U,B),W),V),(J,((L,(((((((M,M),N),M),M),M),M),(K,K))),((((D,H),D),H),(I,(I,((G,(((F,F),F),F)),C))))))),(S,(T,((((R,R),((Q,Q),Q)),P),(O,O))))),A);"
11175,"(A,((((((V,V),V),W),B),((U,U),U)),((T,(S,((Q,(R,P)),O))),(((N,M),J),(((L,L),K),((D,D),((H,H),(((E,E),E),((((F,F),F),(G,(I,I))),C)))))))));"
1012,"(((((((((((V,V),V),V),V),V),V),B),W),U),((T,(S,(((R,Q),(P,P)),O))),(((N,M),(L,K)),(J,((((E,E),E),(H,D)),((F,G),(I,(((C,C),C),C)))))))),A);"
7742,"(A,(((U,(B,W)),V),((T,(S,(((R,Q),P),(O,O)))),(((((N,N),N),M),(L,K)),(J,((I,I),(((F,G),(H,(E,D))),C)))))));"
1132,"(((((U,B),V),W),(T,((S,(((R,Q),(P,P)),(O,O))),(J,(((N,M),(L,(K,K))),(((((F,F),F),G),(I,I)),((((((H,H),H),H),H),H),(E,(D,C))))))))),A);"
2432,"(((((((((V,V),V),V),V),(((((B,B),B),B),B),B)),((U,U),U)),W),((T,(S,(((R,Q),(P,P)),O))),((((N,N),(M,M)),(L,K)),(H,((((J,J),J),J),((((F,G),I),D),(E,C))))))),A);"
2896,"((((((((V,V),V),V),V),(U,B)),W),((((((R,Q),R),R),(P,P)),O),(((S,S),S),((T,T),((((M,M),(N,N)),(L,K)),(((G,G),I),((F,J),(((((((E,H),C),C),D),H),C),D)))))))),A);"
4974,"((((((((B,B),B),V),(U,U)),((S,T),(I,E))),((((N,M),(L,L)),K),((H,D),((((((G,G),G),G),G),(F,J)),C)))),(S,((((((Q,R),R),P),R),Q),(O,O)))),(A,A));"
5944,"(((((U,U),((B,B),B)),V),W),(((((S,S),S),(T,T)),(((R,Q),(P,P)),O)),(((N,M),(L,K)),(((J,J),J),((E,((H,H),D)),(((F,G),I),((((C,C),C),C),C)))))));"
6628,"((((((V,V),V),W),((U,U),(B,B))),((S,((R,Q),(O,O))),(((N,M),(L,K)),(J,(H,(((F,G),(E,D)),(I,C))))))),A);"
