Process,Replicate,Gene_tree,Species_Tree,Duplication,NNI,Loss
reconcILS,8710,"((AC,(((((AB,AA),(G,AA)),((Z,Z),Z)),(Y,(((W,((((V,V),V),V),U)),T),(X,(((S,R),(Q,P)),(O,(((K,(J,J)),(((((M,I),L),M),N),I)),H))))))),(B,B))),((F,(E,((((D,D),D),D),D))),C));","(AC,(,(A,((F,(,E)),(C,(((AB,),(G,)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((,W),U)))))))))));",15,13,10
ete3,8710,"((((A,((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(((D,(D,(D,(D,D)))),E),F))),B),AC),(((((C,((((((((U,(W,V)),T),X),Y),((((((K,L),(N,H)),((M,I),J)),(((((K,L),(N,H)),((M,I),J)),((((K,L),(H,N)),((M,I),J)),((((K,L),(N,H)),((I,M),J)),(((K,L),(N,H)),(J,(I,M)))))),(((L,K),(N,H)),((M,I),(J,J))))),O),((P,Q),(R,S)))),(((X,(T,(((W,(V,(V,(V,V)))),U),(U,(V,W))))),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),(((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),(((G,(Z,(Z,Z))),(AA,AB)),(((Z,G),(AB,AA)),((Z,G),(AA,AB)))))),((E,D),F)),A),(B,B)),AC));","(AC,(,(A,((F,(,E)),(C,(((AB,),(G,)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((,W),U)))))))))));",10,0,110
reconcILS,2653,"(((AC,AC),((((((((G,AA),(Z,Z)),AB),((Y,(X,(((W,V),(U,U)),T))),(((S,R),(Q,P)),(O,((J,(M,I)),(((K,L),N),H)))))),C),(F,(E,D))),(A,A)),((B,B),B))),AC);","(,(,(,((F,(D,E)),(C,(((AB,AA),(G,)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",5,4,0
ete3,2653,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(((B,(B,B)),((A,A),(((D,E),F),(C,((((((((K,L),(N,H)),((H,N),(L,K))),((I,M),J)),O),((P,Q),(R,S))),(((T,((U,U),(V,W))),X),Y)),(((Z,G),(AA,AB)),(((G,(Z,Z)),(AA,AB)),((Z,G),(AB,AA))))))))),(AC,AC)));","(,(,(,((F,(D,E)),(C,(((AB,AA),(G,)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",8,0,32
reconcILS,5600,"((AC,(((((((((((AA,AA),AA),AA),(G,G)),Z),AB),((Y,(X,(((((W,W),W),W),(V,U)),T))),((Q,((S,(R,R)),P)),((((K,L),(J,(((M,I),I),I))),(N,O)),H)))),A),(F,(E,D))),C),B)),AC);","(,(B,(A,((F,(D,E)),(C,(((AB,),(,Z)),((((P,Q),(,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,),U)))))))))));",8,14,1
ete3,5600,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((B,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),(((C,((((((((K,L),(N,H)),((M,I),J)),O),(((((K,L),(H,N)),((M,I),J)),O),(O,(((N,H),(L,K)),(((M,I),((M,I),(I,M))),J))))),(((Q,P),((R,R),S)),((S,R),(P,Q)))),(((T,(((W,V),U),(U,(V,(W,(W,(W,W))))))),X),Y)),(((Z,G),(AA,AB)),(((G,Z),(AA,AB)),((Z,(G,G)),(AB,(AA,(AA,(AA,AA))))))))),((E,D),F)),A)))),AC));","(,(B,(A,((F,(D,E)),(C,(((AB,),(,Z)),((((P,Q),(,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,),U)))))))))));",11,0,103
reconcILS,5483,"((((((G,AA),(Z,AB)),((Y,(X,(U,((W,V),T)))),(((S,R),((Q,Q),P)),((((M,M),(J,I)),O),((K,L),(N,H)))))),(A,(((F,F),(((E,E),E),D)),(B,C)))),AC),AC);","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",8,6,9
ete3,5483,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,(E,(E,E))),(F,F))),A),B)),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B)),((((C,((((((((M,I),J),((H,N),(L,K))),O),((((K,L),(N,H)),(((M,I),J),((I,(M,M)),J))),O)),((P,(Q,Q)),(R,S))),(((((U,(V,W)),T),(((W,V),U),T)),X),Y)),(((G,Z),(AA,AB)),((Z,G),(AB,AA))))),((E,D),F)),A),B))));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",10,0,142
reconcILS,9652,"((((((((Z,G),AA),(AB,AB)),((X,((Y,Y),((W,V),((U,U),(T,T))))),(((((S,S),R),Q),(P,P)),(O,((J,((M,M),I)),((K,(L,L)),(N,(H,H)))))))),(B,(E,D))),A),AC),AC);","(,(B,(A,((F,(D,E)),(C,(((,AA),(G,Z)),((((,Q),(R,)),(O,((J,(I,)),((,N),(,K))))),(,(X,(,((V,W),)))))))))));",10,7,2
ete3,9652,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(F,(D,E))),A),B),((((C,((((((((H,H),N),((L,L),K)),((I,(M,M)),J)),O),(((S,R),(Q,(P,P))),((P,Q),(R,(S,S))))),(((X,((((W,V),(U,U)),(T,T)),((U,(V,W)),T))),(Y,Y)),((((U,(W,V)),T),X),Y))),(((Z,G),(AA,(AB,AB))),((AB,AA),(G,Z))))),((E,D),F)),A),B)))));","(,(B,(A,((F,(D,E)),(C,(((,AA),(G,Z)),((((,Q),(R,)),(O,((J,(I,)),((,N),(,K))))),(,(X,(,((V,W),)))))))))));",15,0,106
