Process,Replicate,Gene_tree,Species_Tree,Duplication,NNI,Loss
reconcILS,10695,"(((B,B),(((((((AA,AA),Z),(AB,AB)),(G,G)),((Y,(X,((((W,V),V),V),(U,T)))),((Q,((S,R),(P,P))),(O,(((K,L),N),((M,(J,I)),H)))))),((F,(E,D)),C)),((AC,AC),A))),B);","(,(,(A,((F,(D,E)),(C,(((,),(,Z)),((((,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",9,13,1
ete3,10695,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(AC,AC)),(((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),((C,((((((((K,L),(N,H)),(((M,I),J),((I,M),J))),(((M,I),J),((H,N),(L,K)))),O),(((Q,(P,P)),(R,S)),((S,R),(P,Q)))),((((((W,V),U),T),((U,((W,V),((W,V),(V,W)))),T)),X),Y)),(((Z,(G,G)),(AA,AB)),(((Z,G),(AA,(AB,AB))),((G,Z),(AB,(AA,AA))))))),((E,D),F)))),B),AC)),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),(B,B)),AC)));","(,(,(A,((F,(D,E)),(C,(((,),(,Z)),((((,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",16,0,139
reconcILS,5421,"(((((((((AA,AA),G),AB),Z),((Y,((X,X),(((U,W),V),T))),(K,((N,((Q,(P,P)),(((S,R),R),O))),((L,((((M,I),(J,J)),I),M)),H))))),(A,C)),(F,(E,D))),AC),(B,B));","(AC,(,(A,((F,(D,E)),(C,(((AB,),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(,(T,((V,W),U)))))))))));",8,16,6
ete3,5421,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),(B,B)),AC),((B,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),(((C,((((((O,((((K,L),(N,H)),((M,I),J)),(((K,L),(N,H)),(((I,M),J),(((M,I),J),((J,J),(I,M))))))),((S,R),(Q,P))),(((((((K,L),(N,H)),((M,I),J)),O),((Q,P),((S,R),(R,S)))),(((((K,L),(N,H)),((M,I),J)),O),((S,R),((P,P),Q)))),(((((K,L),(H,N)),((M,I),J)),O),((S,R),(Q,P))))),(((((L,K),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),(((T,((U,(W,V)),((V,W),U))),(X,X)),Y)),(((G,Z),(AA,AB)),(((Z,G),(AA,AB)),((Z,G),(AB,(AA,AA))))))),((E,D),F)),A)))),AC));","(AC,(,(A,((F,(D,E)),(C,(((AB,),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(,(T,((V,W),U)))))))))));",13,0,163
reconcILS,10291,"((AC,(((((((((Z,Z),G),AB),AA),(Y,((((W,(X,W)),V),(U,T)),((((((R,S),R),S),Q),P),(((K,(L,(N,(J,(((M,I),I),M))))),(O,O)),H))))),C),(F,((E,E),D))),(A,A)),B)),AC);","(,(B,(,((F,(D,)),(C,(((AB,AA),(G,)),((((P,Q),(R,S)),(,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",9,12,8
ete3,10291,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((B,((A,A),(((D,(E,E)),F),(C,((((Y,((X,(((W,V),U),T)),((((U,(W,V)),T),X),((((U,(V,W)),T),X),(((U,(V,W)),T),X))))),((((((K,L),(N,H)),((M,I),J)),O),((O,O),(((((K,L),(H,N)),(((I,M),((M,I),(I,M))),J)),(((K,L),(N,H)),((M,I),J))),(((L,K),(N,H)),((M,I),J))))),(((S,R),(Q,P)),((P,Q),((R,S),((S,R),(S,R))))))),(((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),(((Z,G),(AB,AA)),((AA,AB),(G,(Z,Z))))))))),AC));","(,(B,(,((F,(D,)),(C,(((AB,AA),(G,)),((((P,Q),(R,S)),(,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",13,0,87
reconcILS,781,"((AC,((((((AB,AA),Z),G),((Y,(X,((((V,V),W),U),T))),((S,R),(Q,(P,(O,(((L,(N,((J,J),J))),H),(((((((((H,I),H),H),H),H),M),K),H),H)))))))),A),(F,(E,((((D,D),D),D),D))))),C);","(AC,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((,W),U)))))))))));",14,18,9
ete3,781,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((B,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(((D,(D,(D,(D,D)))),E),F)),A),(((C,(((((((S,R),(Q,P)),((((((K,L),(N,H)),((M,I),J)),((((K,L),(N,H)),((M,I),J)),((((L,K),(N,H)),((M,I),J)),((((K,L),(N,H)),((I,M),J)),((((K,L),(N,H)),((M,I),J)),((((K,L),(N,H)),((M,I),J)),((((K,L),(N,H)),((M,I),J)),((((K,L),(N,H)),((M,I),J)),(((K,L),(N,H)),((M,I),J)))))))))),((((K,L),(N,H)),((M,I),J)),((((K,L),(H,N)),((M,I),(J,(J,J)))),(((K,L),(N,H)),((M,I),J))))),O)),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(P,Q)))),(((((K,L),(N,H)),((M,I),J)),O),((Q,P),(R,S)))),(((T,(U,(W,(V,V)))),X),Y)),(((Z,G),(AA,AB)),((G,Z),(AA,AB))))),((E,D),F)),A))),AC));","(AC,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((,W),U)))))))))));",8,0,167
reconcILS,4700,"((B,(((((AB,AA),((Z,Z),((G,G),G))),((Y,(X,(((((W,V),V),V),U),T))),(((S,R),(Q,P)),(O,((J,(M,I)),(((K,((L,L),L)),N),((H,H),H))))))),((F,(E,D)),C)),A)),AC);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(,)),((((P,Q),(R,S)),(O,((J,(I,M)),((,N),(,K))))),(Y,(X,(T,((,W),U)))))))))));",9,4,0
ete3,4700,"(AC,((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),((C,((((((((K,L),(N,(H,(H,H)))),((H,N),((L,(L,L)),K))),((I,M),J)),O),((P,Q),(R,S))),(((T,(U,((W,V),((W,V),(V,W))))),X),Y)),(((G,(G,G)),(Z,Z)),(AA,AB)))),((E,D),F)))),B));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(,)),((((P,Q),(R,S)),(O,((J,(I,M)),((,N),(,K))))),(Y,(X,(T,((,W),U)))))))))));",7,0,36
reconcILS,4799,"((AC,AC),(((((((AB,AA),(Z,G)),(((X,(Y,Y)),((U,U),(W,(V,T)))),((((S,R),Q),P),((M,(J,I)),(O,(((L,K),K),(N,(H,H)))))))),C),(F,(E,(D,D)))),A),B));","(,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((,N),(L,))))),(,(X,(T,((V,W),)))))))))));",6,7,0
ete3,4799,"((B,(A,((((D,D),E),F),(C,((((((((M,I),J),(((H,H),N),((L,K),(K,L)))),O),((((K,L),(N,H)),(((M,I),J),((I,M),J))),O)),(((S,R),(Q,P)),((P,Q),(R,S)))),(((X,((((U,(W,V)),T),((U,(V,W)),T)),(((W,V),(U,U)),T))),Y),((((U,(W,V)),T),X),(Y,Y)))),((G,Z),(AA,AB))))))),(AC,AC));","(,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((,N),(L,))))),(,(X,(T,((V,W),)))))))))));",11,0,30
reconcILS,7211,"((((((((Z,Z),AA),(G,(AB,AB))),((X,(Y,((((W,W),V),(U,U)),T))),((S,R),((Q,P),(O,((K,(L,N)),((J,((M,M),I)),H))))))),((F,(D,D)),(B,A))),C),AC),AC);","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",8,9,10
ete3,7211,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,(D,D)),F)),A),B)),((((C,((((((S,R),(P,Q)),(((((K,L),(N,H)),((I,(M,M)),J)),(((M,I),J),(((K,L),(H,N)),((L,K),(N,H))))),O)),(((((K,L),(N,H)),((M,I),J)),O),((Q,P),(R,S)))),(((X,(T,((U,U),(V,(W,W))))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AA,(AB,AB))),((G,(Z,Z)),(AB,AA))))),((E,D),F)),A),B)))));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",13,0,155
reconcILS,9440,"((((((Z,G),AB),((X,((Y,Y),(W,(U,(W,T))))),(((S,((R,R),R)),(Q,(P,P))),(O,((J,(M,I)),(((K,K),L),(N,(H,H)))))))),AC),(A,((B,(F,((E,E),D))),C))),V);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",9,11,13
ete3,9440,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((AC,((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,(E,E)),F)),A),B)),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B))),(((((C,((((((((H,H),N),(L,(K,K))),((I,M),J)),O),(((P,P),Q),((R,(R,R)),S))),(((X,((((U,(V,W)),T),(((W,V),U),T)),((U,(V,W)),T))),(Y,Y)),((((U,(W,V)),T),X),Y))),((AA,AB),(G,Z)))),((E,D),F)),A),B),AC)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",11,0,140
reconcILS,114,"((AC,A),((((((Z,((G,G),AB)),AA),((X,((Y,Y),(((W,V),(U,U)),T))),((((S,R),(Q,P)),((((O,O),O),O),O)),((J,(M,I)),((K,L),(N,H)))))),C),(F,(E,D))),B));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(,Z)),((((P,Q),(R,S)),(,((J,(I,M)),((H,N),(L,K))))),(,(X,(T,((V,W),)))))))))));",7,6,0
ete3,114,"((AC,((A,(((D,E),F),(C,(((((O,(((H,N),(L,K)),((I,M),J))),((S,R),(Q,P))),(((((K,L),(N,H)),((M,I),J)),(O,(O,(O,(O,O))))),((P,Q),(R,S)))),(((X,(T,((U,U),(V,W)))),(Y,Y)),((((U,(W,V)),T),X),Y))),(((Z,G),(AB,AA)),(((Z,(G,G)),(AA,AB)),((G,Z),(AA,AB)))))))),B)),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(,Z)),((((P,Q),(R,S)),(,((J,(I,M)),((H,N),(L,K))))),(,(X,(T,((V,W),)))))))))));",8,0,48
reconcILS,2175,"((((((((((((((((((AA,AA),AA),AA),AA),AA),AA),AA),AA),AA),AA),(Z,G)),AB),((X,(U,((W,V),T))),(Y,((S,R),(Q,(((M,((J,J),I)),(N,(K,(L,O)))),H)))))),C),(F,(E,D))),A),AC),(B,B));","(AC,(,(A,((F,(D,E)),(C,(((AB,),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",4,9,6
ete3,2175,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),(B,B)),AC),((B,(A,(((D,E),F),(C,(((((((U,(W,V)),T),X),Y),((((S,R),(P,Q)),(((((K,L),(N,H)),((M,I),J)),O),(((((((K,L),(N,H)),((M,I),J)),O),((((L,K),(N,H)),((M,I),J)),O)),((((K,L),(H,N)),((M,I),J)),O)),((((K,L),(N,H)),(((M,I),(J,J)),((I,M),J))),O)))),(((((K,L),(N,H)),((M,I),J)),O),((Q,P),(R,S))))),((Y,((((U,(V,W)),T),(((W,V),U),T)),X)),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),(((Z,G),(AA,AB)),((AB,(AA,(AA,(AA,(AA,(AA,(AA,(AA,(AA,(AA,(AA,AA))))))))))),(G,Z)))))))),AC));","(AC,(,(A,((F,(D,E)),(C,(((AB,),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",10,0,102
reconcILS,2855,"((((((((Z,AA),G),(((X,X),(Y,((V,(((W,W),W),((U,U),U))),(T,T)))),((Q,((S,R),P)),((N,(O,O)),((M,(K,(J,(L,(M,(I,I)))))),H))))),C),(F,(E,((D,D),D)))),A),AC),B);","(AC,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(,((J,(I,M)),((H,N),(L,K))))),(Y,(,(,((V,),)))))))))));",12,12,5
ete3,2855,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((B,(A,((((D,(D,D)),E),F),(C,(((((O,((((K,L),(N,H)),((M,I),J)),((((((K,L),(N,H)),(J,((I,I),M))),(((K,L),(N,H)),((M,I),J))),(((L,K),(N,H)),((M,I),J))),(((K,L),(N,H)),((I,M),J))))),((((K,L),(H,N)),((M,I),J)),(O,O))),(((Q,P),(R,S)),((S,R),(P,Q)))),(((X,((T,T),(((V,(W,(W,W))),(U,(U,U))),(U,(W,V))))),Y),((((U,(W,V)),T),(X,X)),Y))),(((Z,G),(AA,AB)),((G,Z),(AB,AA)))))))),AC));","(AC,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(,((J,(I,M)),((H,N),(L,K))))),(Y,(,(,((V,),)))))))))));",14,0,80
reconcILS,4698,"((AC,((((((Z,AA),G),AB),((Y,(X,(((W,(V,V)),(U,U)),T))),(((S,R),(Q,P)),(O,(((((J,J),J),J),(M,I)),(N,((K,(L,L)),H))))))),(F,(E,D))),C)),((B,B),A));","(AC,(,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((,(I,M)),((H,N),(,K))))),(Y,(X,(T,((,W),)))))))))));",7,6,0
ete3,4698,"((AC,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),(B,B))),(((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),((C,((((((((N,H),((L,L),K)),((K,L),(H,N))),((I,M),(J,(J,(J,J))))),O),((P,Q),(R,S))),(((T,((U,U),((V,V),W))),X),Y)),(((Z,G),(AA,AB)),(((Z,G),(AA,AB)),((G,Z),(AB,AA)))))),((D,E),F)))),B),AC));","(AC,(,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((,(I,M)),((H,N),(,K))))),(Y,(X,(T,((,W),)))))))))));",9,0,74
reconcILS,6585,"((AC,(((((((Z,(G,G)),AB),AA),((X,(Y,(U,((W,V),T)))),((((S,R),Q),P),(((((((O,O),O),O),O),O),O),(((M,M),(J,I)),((K,L),(N,H))))))),C),(F,(E,D))),B)),A);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(,Z)),((((P,Q),(R,S)),(,((J,(I,)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",8,7,0
ete3,6585,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(((A,(((D,E),F),(C,(((((((H,N),(L,K)),(((M,I),J),((I,(M,M)),J))),(O,(O,(O,(O,(O,(O,O))))))),(((S,R),(Q,P)),((P,Q),(R,S)))),(((X,(((U,(V,W)),T),(((W,V),U),T))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AB,AA)),((AA,AB),((G,G),Z))))))),B),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(,Z)),((((P,Q),(R,S)),(,((J,(I,)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",9,0,45
reconcILS,6661,"((C,((((((Z,AA),(G,AB)),((Y,(X,((((W,W),V),U),T))),(((S,(R,R)),Q),(O,((J,(M,I)),((K,L),(N,H))))))),((F,F),(((((E,E),E),E),E),D))),A),(AC,AC))),B);","(,(B,(A,((,(D,)),(C,(((AB,AA),(G,Z)),((((P,Q),(,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,),U)))))))))));",8,4,5
