Process,Replicate,Gene_tree,Species_Tree,Duplication,NNI,Loss
reconcILS,706,"(((((((AB,AA),(Z,G)),((Y,(X,(((W,V),U),T))),((((S,S),R),(Q,(P,P))),((K,K),((M,(I,(L,(J,O)))),((N,N),H)))))),C),(B,A)),AC),(F,(E,D)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((,Q),(R,)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",5,12,5
ete3,706,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(((((E,D),F),(C,(((((((((K,L),(H,(N,N))),((M,I),J)),O),(((((((K,L),(N,H)),((M,I),J)),O),((((K,L),(N,H)),((M,I),J)),O)),((((K,L),(N,H)),((M,I),J)),O)),((((K,L),(N,H)),((I,M),J)),O))),((((L,(K,K)),(N,H)),((M,I),J)),O)),(((P,P),Q),(R,(S,S)))),(((T,(U,(V,W))),X),Y)),((G,Z),(AA,AB))))),A),B))));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((,Q),(R,)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",7,0,99
reconcILS,8099,"((((((Z,((G,G),AB)),AA),(((X,Y),(((U,U),U),((W,V),T))),(((S,R),(Q,P)),(((M,M),(L,I)),((J,((O,O),O)),(K,(N,(((H,H),H),H)))))))),((F,(E,D)),(AC,A))),C),B);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",11,12,9
ete3,8099,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),B),AC)),(((((C,(((((((((M,I),J),((L,K),((H,(H,(H,H))),N))),O),((((K,L),(N,H)),((M,I),J)),(O,(O,O)))),(O,((((K,L),(N,H)),((M,I),J)),(((K,L),(N,H)),((I,(M,M)),J))))),((P,Q),(R,S))),(((X,(((U,(V,W)),T),(((W,V),(U,(U,U))),T))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AB,AA)),(((Z,(G,G)),(AA,AB)),((G,Z),(AA,AB)))))),((E,D),F)),A),B),AC))));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",14,0,145
reconcILS,554,"((((AC,AC),((F,(E,D)),(A,C))),((((Z,G),AA),AB),((Y,(X,(((W,V),(U,U)),T))),(((((S,S),R),Q),P),(O,(((J,J),((M,M),I)),(N,((K,L),H)))))))),B);","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,)),(O,((,(I,)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",5,8,0
ete3,554,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((((((C,((((((((N,H),(L,K)),((K,L),(H,N))),((I,(M,M)),(J,J))),O),(((S,R),(Q,P)),((P,Q),(R,(S,S))))),(((T,((U,U),(V,W))),X),Y)),(((Z,G),(AA,AB)),((AB,AA),(G,Z))))),((E,D),F)),A),B),AC),((B,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A))),(AC,AC))));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,)),(O,((,(I,)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",11,0,89
reconcILS,2908,"((((((((((Z,G),AA),AB),(((X,Y),((W,W),(V,(U,U)))),((((L,L),K),N),(((J,J),((S,R),((Q,Q),P))),(((I,I),M),O))))),C),((F,F),((E,E),D))),(B,B)),A),AC),AC);","(,(,(A,((,(D,)),(C,(((AB,AA),(G,Z)),((((P,),(R,S)),(O,((,(,M)),((H,N),(,K))))),(Y,(X,(T,((V,),)))))))))));",10,9,2
ete3,2908,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,(((D,(E,E)),(F,F)),(C,(((((((S,R),(Q,P)),((((K,L),(N,H)),(J,(M,(I,I)))),O)),(((((K,L),(N,H)),((M,I),(J,J))),O),((P,(Q,Q)),(R,S)))),(((((M,I),J),((H,N),(K,(L,L)))),O),((S,R),(Q,P)))),((((T,(((W,V),(U,U)),(U,(V,(W,W))))),X),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AA,AB)),((AB,AA),(G,Z))))))),(B,B)))));","(,(,(A,((,(D,)),(C,(((AB,AA),(G,Z)),((((P,),(R,S)),(O,((,(,M)),((H,N),(,K))))),(Y,(X,(T,((V,),)))))))))));",15,0,96
reconcILS,4422,"(((((((((AB,AA),(Z,G)),((Y,(X,(((W,V),U),T))),(((S,R),(Q,P)),((K,(L,L)),((J,(M,I)),(O,(N,H))))))),B),(F,(E,(D,((D,D),D))))),C),A),AC),AC);","(,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(,K))))),(Y,(X,(T,((V,W),U)))))))))));",5,8,0
ete3,4422,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((((D,(D,D)),D),E),F)),A),B),((((C,(((((((((K,L),(H,N)),((M,I),J)),O),((((K,L),(N,H)),((I,M),J)),O)),((((N,H),((L,L),K)),((M,I),J)),O)),((P,Q),(R,S))),(((T,(U,(V,W))),X),Y)),((G,Z),(AA,AB)))),((E,D),F)),A),B))))));","(,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(,K))))),(Y,(X,(T,((V,W),U)))))))))));",5,0,136
reconcILS,8821,"((AC,AC),(((((((((Z,G),AB),AA),AA),((Y,((X,X),(((W,V),(((U,U),U),U)),T))),((((S,R),Q),P),((K,(L,N)),(O,(I,(M,(J,H)))))))),C),(F,(E,D))),B),A));","(,(B,(A,((F,(D,E)),(C,(((AB,),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(,(T,((V,W),)))))))))));",7,10,4
ete3,8821,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,(((D,E),F),(C,((((((((((K,L),(N,H)),((M,I),J)),(((K,L),(N,H)),((I,M),J))),(((K,L),(N,H)),((M,I),J))),O),((((M,I),J),(((K,L),(H,N)),((L,K),(N,H)))),O)),(((S,R),(Q,P)),((P,Q),(R,S)))),(((T,((U,(U,(U,U))),(V,W))),(X,X)),Y)),(((Z,G),(AB,AA)),(((Z,G),(AB,AA)),((AA,AB),(G,Z)))))))),B)),(AC,AC));","(,(B,(A,((F,(D,E)),(C,(((AB,),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(,(T,((V,W),)))))))))));",9,0,70
reconcILS,11394,"((B,(AC,AC)),(((((Z,(G,G)),AA),AB),((X,(Y,(((W,V),(U,U)),T))),(((S,R),(Q,P)),((J,(M,I)),(O,((K,L),(N,(H,H)))))))),(E,((A,((A,A),A)),C))));","(,(B,(,((F,(D,E)),(C,(((AB,AA),(,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",6,7,2
ete3,11394,"(((B,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),((A,(A,A)),A)),(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A)),(((C,((((((((M,I),J),(((H,H),N),(L,K))),O),((((K,L),(N,H)),((I,M),J)),O)),((P,Q),(R,S))),(((X,(T,((U,U),(V,W)))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AA,AB)),((AB,AA),((G,G),Z))))),((E,D),F)),A))),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(AC,AC)));","(,(B,(,((F,(D,E)),(C,(((AB,AA),(,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",10,0,91
reconcILS,1118,"(((((((Z,G),AA),AB),((Y,((X,X),((((W,W),V),((U,U),U)),T))),((Q,((S,R),P)),(O,(((K,L),(((J,J),J),(M,((I,I),I)))),(N,H)))))),((F,(E,(D,D))),C)),AC),B);","(AC,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((,(,M)),((H,N),(L,K))))),(Y,(,(T,((V,),)))))))))));",9,5,1
ete3,1118,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(((D,D),E),F)),((C,((((((((K,L),(H,N)),((M,I),J)),(((N,H),(L,K)),(((I,(I,I)),M),(J,(J,J))))),O),(((Q,P),(R,S)),((S,R),(P,Q)))),(((T,((U,(U,U)),(V,(W,W)))),(X,X)),Y)),(((Z,G),(AA,AB)),((AB,AA),(G,Z))))),((E,D),F)))),B),AC));","(AC,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((,(,M)),((H,N),(L,K))))),(Y,(,(T,((V,),)))))))))));",11,0,68
reconcILS,2866,"((AC,((((((((Z,G),AB),AA),((Y,(X,((W,V),(U,T)))),(((S,R),(Q,(P,P))),(O,(((K,(L,(N,N))),((J,M),I)),H))))),(F,(E,D))),(A,A)),B),C)),AC);","(,(B,(,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((,Q),(R,S)),(O,((J,(I,M)),((H,),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",3,10,0
ete3,2866,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(B,((A,A),((C,((((((((K,L),(N,H)),((M,I),J)),((((M,I),J),((I,M),J)),(((K,L),(H,(N,N))),((L,K),(N,H))))),O),(((P,P),Q),(R,S))),((((((W,V),U),T),((U,(V,W)),T)),X),Y)),(((Z,G),(AB,AA)),((AA,AB),(G,Z))))),((D,E),F))))),AC));","(,(B,(,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((,Q),(R,S)),(O,((J,(I,M)),((H,),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",10,0,78
reconcILS,4221,"((AC,AC),(((((((Z,G),AA),AB),((X,((Y,Y),((W,V),(U,T)))),(((S,R),(Q,(P,P))),(O,((K,K),(((((I,M),J),((H,N),N)),L),M)))))),C),((F,(E,D)),A)),B));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((,Q),(R,S)),(O,((J,(I,)),((H,),(L,))))),(,(X,(T,((V,W),U)))))))))));",6,11,0
ete3,4221,"((B,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),((((E,D),F),(C,(((((((((K,L),(N,H)),((I,M),J)),((((K,L),(N,H)),((M,I),J)),(((K,L),((H,N),(N,H))),(J,(M,I))))),(((L,(K,K)),(N,H)),((M,I),J))),O),(((P,P),Q),(R,S))),(((X,((((W,V),U),T),((U,(V,W)),T))),(Y,Y)),((((U,(W,V)),T),X),Y))),(((Z,G),(AA,AB)),((AB,AA),(G,Z)))))),A))),(AC,AC));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((,Q),(R,S)),(O,((J,(I,)),((H,),(L,))))),(,(X,(T,((V,W),U)))))))))));",10,0,69
reconcILS,7352,"(((((((AB,AA),(Z,G)),(((X,Y),((U,U),((W,V),T))),(((S,((R,R),R)),(Q,P)),(((((((J,I),J),J),M),M),I),(((O,O),O),(L,(N,(K,H)))))))),((F,(E,D)),C)),(B,A)),AC),AC);","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(,S)),(,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",10,13,2
ete3,7352,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),((C,((((((((M,I),J),((((L,K),(N,H)),((K,L),(H,N))),((K,L),(N,H)))),(O,(O,O))),((((K,L),(N,H)),(((M,I),J),(((I,M),J),(((I,M),J),(((M,I),J),(((M,I),J),((M,I),J))))))),O)),((P,Q),((R,(R,R)),S))),(((X,(((U,(V,W)),T),(((W,V),(U,U)),T))),Y),((((U,(W,V)),T),X),Y))),((G,Z),(AA,AB)))),((E,D),F)))),B))));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(,S)),(,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",11,0,121
reconcILS,8009,"(((((((Z,G),AA),AB),(((X,Y),(W,((V,U),T))),(((((((Q,Q),Q),Q),Q),Q),((S,R),P)),(O,(K,(N,((L,M),(I,(J,H))))))))),B),(F,(E,(D,D)))),(A,(AC,C)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",10,9,18
ete3,8009,"(((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC)),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(((D,D),E),F)),A),B),((((C,(((((((((((K,L),(N,H)),((M,I),J)),(((K,L),(N,H)),((M,I),J))),(((K,L),(N,H)),((I,M),J))),(((K,L),(H,N)),((M,I),J))),(((L,K),(N,H)),((M,I),J))),O),(((Q,P),(R,S)),((S,R),(P,(Q,(Q,(Q,(Q,(Q,Q))))))))),(((X,((T,((W,V),U)),((U,(V,W)),T))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AA,AB)),((AB,AA),(G,Z))))),((E,D),F)),A),B))));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",10,0,131
reconcILS,8270,"((((((((Z,G),AB),AA),((Y,(X,(((W,V),W),(U,T)))),((P,P),(Q,(O,((S,R),((J,I),((M,M),(((K,K),L),((N,N),H)))))))))),B),(A,C)),AC),(F,(E,D)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((,Q),(R,S)),(O,((J,(I,)),((H,),(L,))))),(Y,(X,(T,((V,),U)))))))))));",5,14,0
ete3,8270,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),B),AC),(AC,((B,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A)),((((C,(((((((O,((((I,(M,M)),J),((H,(N,N)),(L,(K,K)))),(((K,L),(N,H)),((M,I),J)))),((Q,P),(R,S))),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(P,Q)))),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,(P,P))))),((((((W,V),U),T),((U,((V,W),(V,W))),T)),X),Y)),(((Z,G),(AB,AA)),((AA,AB),(G,Z))))),((E,D),F)),A),B))));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((,Q),(R,S)),(O,((J,(I,)),((H,),(L,))))),(Y,(X,(T,((V,),U)))))))))));",11,0,115
reconcILS,10319,"((((((((((AB,AA),Z),G),((((W,V),(U,U)),T),(X,(Y,((Q,((S,R),(P,P))),(O,((J,(M,I)),(L,((K,N),H))))))))),C),A),((F,F),(E,(D,D)))),B),AC),AC);","(,(B,(A,((,(,E)),(C,(((AB,AA),(G,Z)),((((,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",5,9,0
ete3,10319,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(B,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(((D,D),E),(F,F))),A),((((E,D),F),(C,((((((((U,(W,V)),T),X),Y),(((((((K,L),(N,H)),((L,K),(H,N))),((K,L),(N,H))),((I,M),J)),O),(((Q,(P,P)),(R,S)),((S,R),(P,Q))))),(((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),(((X,(T,((U,U),(V,W)))),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),(((Z,G),(AA,AB)),((G,Z),(AA,AB)))))),A)))));","(,(B,(A,((,(,E)),(C,(((AB,AA),(G,Z)),((((,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",10,0,95
reconcILS,8452,"((AC,(((((((AB,AA),(Z,G)),((((X,X),Y),((W,V),((U,U),((T,T),T)))),(((S,R),(Q,P)),(O,((J,(M,I)),(((L,L),(K,N)),H)))))),C),(F,(E,D))),B),A)),AC);","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(,K))))),(Y,(,(,((V,W),)))))))))));",5,6,0
ete3,8452,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,(((D,E),F),(C,((((((((K,L),(N,H)),(((L,K),(H,N)),((K,(L,L)),(N,H)))),((I,M),J)),O),((P,Q),(R,S))),(((X,((((W,V),(U,U)),(T,(T,T))),((U,(V,W)),T))),Y),((((U,(W,V)),T),(X,X)),Y))),((G,Z),(AA,AB)))))),B)),AC));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(,K))))),(Y,(,(,((V,W),)))))))))));",9,0,70
reconcILS,10097,"(((((((((AA,AA),AB),(Z,G)),((((X,X),Y),(((W,V),U),T)),(((S,R),(Q,P)),(O,(N,(((L,L),(K,(I,I))),((H,J),M))))))),((E,D),(F,C))),B),A),AC),AC);","(,(B,(A,((F,(D,E)),(C,(((AB,),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(,(T,((V,W),U)))))))))));",7,7,9
ete3,10097,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(F,(D,E)))),((C,((((((((((K,L),(N,H)),((I,M),J)),(((K,L),(N,H)),((M,I),J))),((((L,K),(N,H)),((M,(I,I)),J)),(((K,(L,L)),(N,H)),((M,I),J)))),(((K,L),(H,N)),((M,I),J))),O),((P,Q),(R,S))),(((X,(T,(U,(V,W)))),Y),((((U,(W,V)),T),(X,X)),Y))),((G,Z),(AB,(AA,AA))))),((E,D),F)))),B))));","(,(B,(A,((F,(D,E)),(C,(((AB,),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(,(T,((V,W),U)))))))))));",9,0,157
reconcILS,3537,"((AC,AC),((((((((Z,G),AA),AB),((Y,(X,(((W,V),U),T))),((S,(R,R)),(((Q,P),((O,O),O)),(L,((K,N),((M,(J,I)),H))))))),C),(F,(E,((((D,D),D),D),D)))),B),A));","(,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(,S)),(,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",8,9,0
ete3,3537,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,((((D,(D,(D,(D,D)))),E),F),(C,((((((O,(((((K,L),(N,H)),(((M,I),J),((I,M),J))),(((M,I),J),((L,K),(H,N)))),(((K,L),(N,H)),((M,I),J)))),((S,R),(Q,P))),(((((K,L),(N,H)),((M,I),J)),(O,(O,O))),((S,R),(P,Q)))),(((((K,L),(N,H)),((M,I),J)),O),((Q,P),((R,R),S)))),(((T,(U,(V,W))),X),Y)),(((Z,G),(AA,AB)),((AB,AA),(G,Z))))))),B)),(AC,AC));","(,(B,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(,S)),(,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",9,0,77
reconcILS,4565,"((AC,AC),(((((((AB,AA),(Z,G)),((Y,(X,((((W,W),V),(U,U)),T))),(((S,R),(Q,P)),((((O,O),O),O),(N,((K,L),((J,(M,I)),H))))))),C),(F,(E,D))),A),B));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,),)))))))))));",6,3,0
ete3,4565,"((B,(A,(((D,E),F),(C,(((((((((K,L),(N,H)),((I,M),J)),(((N,H),(L,K)),((M,I),J))),(((K,L),(H,N)),((M,I),J))),(O,(O,(O,O)))),((P,Q),(R,S))),(((T,((U,U),(V,(W,W)))),X),Y)),((G,Z),(AA,AB))))))),(AC,AC));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,),)))))))))));",5,0,15
reconcILS,5971,"((AC,((B,B),B)),((((((((Z,Z),Z),(((((G,G),G),G),G),AB)),AA),((Y,(X,((V,U),T))),(((S,R),(Q,P)),(O,((J,((M,M),I)),(L,(K,(N,H)))))))),C),(F,(E,D))),A));","(AC,(,(A,((F,(D,E)),(C,(((AB,AA),(,)),((((P,Q),(R,S)),(O,((J,(I,)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",9,4,1
ete3,5971,"(((B,(A,(((D,E),F),(C,((((((((L,K),(H,N)),((K,L),(N,H))),((I,(M,M)),J)),O),((P,Q),(R,S))),(((T,((W,V),U)),X),Y)),(((Z,G),(AB,AA)),(((Z,(G,(G,(G,(G,G))))),(AA,AB)),((G,(Z,(Z,Z))),(AA,AB))))))))),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),(B,(B,B))),AC));","(AC,(,(A,((F,(D,E)),(C,(((AB,AA),(,)),((((P,Q),(R,S)),(O,((J,(I,)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",7,0,43
reconcILS,8188,"((AC,AC),(((((((Z,G),AA),AB),((Y,(X,(((((W,W),W),(V,V)),(U,((U,U),U))),T))),((Q,((S,R),P)),(O,((K,L),((J,((I,M),I)),(N,H))))))),C),((F,(E,D)),A)),B));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(,M)),((H,N),(L,K))))),(Y,(X,(T,((,),)))))))))));",8,5,0
