Process,Replicate,Gene_tree,Species_Tree,Duplication,NNI,Loss
reconcILS,127,"((((((((Z,G),AA),AB),((Y,(X,((W,(V,U)),T))),(Q,(((S,R),P),((((I,J),M),O),(((K,L),N),H)))))),((F,(E,D)),C)),B),A),AC);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",0,9,0
ete3,127,"(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),((C,(((((((((M,I),J),(((K,L),(N,H)),((H,N),(L,K)))),O),((((K,L),(N,H)),(((I,M),J),((M,I),J))),O)),((Q,P),(R,S))),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(P,Q)))),(((T,(((W,V),U),(U,(V,W)))),X),Y)),(((Z,G),(AA,AB)),((AB,AA),(G,Z))))),((E,D),F)))),B)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",8,0,99
reconcILS,128,"(((((((((Z,G),AA),AB),((Y,((W,V),(U,T))),(((S,R),(Q,P)),(O,(((J,M),I),(L,(N,(K,H)))))))),C),(F,(E,D))),A),AC),B);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",0,6,1
ete3,128,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((B,(A,(((D,E),F),(C,(((((((((L,K),(N,H)),((K,L),(H,N))),((K,L),(N,H))),(((M,I),J),((I,M),J))),O),((P,Q),(R,S))),((X,((((W,V),U),T),((U,(V,W)),T))),Y)),(((Z,G),(AA,AB)),((AB,AA),(G,Z)))))))),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",5,0,43
reconcILS,129,"((AC,C),(((((G,AB),AA),Z),(((X,Y),(((W,V),U),T)),(((S,R),(Q,P)),(O,((J,(M,I)),((K,L),(N,H))))))),((F,(E,D)),(B,A))));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",1,7,5
ete3,129,"((AC,((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),B)),((((C,(((((((H,N),(L,K)),((I,M),J)),O),((P,Q),(R,S))),(((X,(T,(U,(V,W)))),Y),((((U,(W,V)),T),X),Y))),(((G,Z),(AA,AB)),(((Z,G),(AB,AA)),((Z,G),(AA,AB)))))),((E,D),F)),A),B))),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",4,0,102
reconcILS,130,"((B,AC),((((((G,AB),AA),((Y,(X,(((W,V),U),T))),(((S,R),(Q,P)),(O,(((J,M),I),(((N,K),L),H)))))),C),(F,(E,D))),A));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",0,5,1
ete3,130,"(((B,(A,(((D,E),F),(C,((((((((K,L),(N,H)),(((K,L),(N,H)),((L,K),(H,N)))),(((M,I),J),((I,M),J))),O),((P,Q),(R,S))),(((T,(U,(V,W))),X),Y)),(((Z,G),(AB,AA)),((Z,G),(AA,AB)))))))),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",4,0,38
reconcILS,131,"((AC,B),(((((((G,AA),Z),AB),(((X,Y),(U,((W,V),T))),((S,R),((Q,P),(((I,M),J),((K,L),(O,(N,H)))))))),(E,D)),(F,C)),A));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",1,8,4
ete3,131,"(((B,(A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),((C,((((((S,R),(P,Q)),((((((K,L),(H,N)),((M,I),J)),O),((((N,H),(L,K)),((M,I),J)),O)),((((K,L),(N,H)),(J,(M,I))),O))),(((((K,L),(N,H)),((M,I),J)),O),((Q,P),(R,S)))),(((X,(((U,(V,W)),T),(((W,V),U),T))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AA,AB)),(((G,Z),(AA,AB)),((Z,G),(AB,AA)))))),(F,(D,E)))))),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",7,0,101
reconcILS,132,"((A,((((((((((AB,AA),Z),N),(K,((((M,J),I),(Q,((S,R),P))),H))),O),L),(Y,(V,(W,((X,U),T))))),F),(E,D)),B)),AC);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",2,20,11
ete3,132,"(AC,(((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(F,(D,E))),((C,((((((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))),(((((((U,(W,V)),T),X),((((W,V),U),T),X)),(((U,(V,W)),T),X)),(((U,(W,V)),T),X)),Y)),((Z,G),(AA,AB))),(((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),(((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),(((((((U,(W,V)),T),X),Y),(((((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))),(((((K,L),(N,H)),(((M,I),J),((I,M),J))),O),(((Q,P),(R,S)),((S,R),(P,Q))))),(((((L,K),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),((Z,G),(AA,AB))),((((((U,(W,V)),T),X),Y),(((((K,L),(H,N)),((M,I),J)),O),((S,R),(Q,P)))),((G,Z),(AA,AB)))))))),((E,D),F)))),B),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",7,0,213
reconcILS,133,"((A,AC),(((((((Z,G),AA),AB),(X,((((W,V),U),T),(Y,((R,(S,(Q,P))),(O,(((K,L),(J,(M,I))),(N,H)))))))),C),(F,(E,D))),B));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",0,8,0
ete3,133,"((AC,((A,(((D,E),F),(C,((((((((U,(W,V)),T),X),Y),((((((K,L),(H,N)),((M,I),J)),(((N,H),(L,K)),((I,M),J))),O),(((R,S),(P,Q)),((S,R),(Q,P))))),(((X,(T,(U,(V,W)))),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),(((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),(((Z,G),(AA,AB)),((AB,AA),(G,Z))))))),B)),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",5,0,64
reconcILS,134,"((B,((((((G,AA),(Z,AB)),(((X,Y),(((W,V),U),T)),(((S,R),(Q,P)),(O,((J,(M,I)),((L,N),(K,H))))))),C),(F,(E,D))),A)),AC);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",2,1,8
ete3,134,"(AC,((A,(((D,E),F),(C,((((((((L,K),(N,H)),((K,L),(H,N))),((I,M),J)),O),((P,Q),(R,S))),(((X,(T,(U,(V,W)))),Y),((((U,(W,V)),T),X),Y))),(((G,Z),(AA,AB)),((Z,G),(AB,AA))))))),B));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",3,0,15
reconcILS,135,"((F,((((((((((Z,AB),AA),G),O),((((W,V),U),(X,(Y,T))),(S,(Q,P)))),((I,M),J)),((K,N),(L,H))),(B,A)),C),AC)),(E,D));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",3,18,15
ete3,135,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(F,(D,E))),A),B),AC),((AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((C,(((((((U,(W,V)),T),X),Y),(((((M,I),J),(((K,L),(N,H)),((L,K),(H,N)))),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),(((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),(J,(M,I))),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),((((Z,G),(AA,AB)),((((((K,L),(N,H)),((M,I),J)),O),((R,S),(P,Q))),((((((U,(W,V)),T),X),Y),((((U,(W,V)),T),X),Y)),(((T,(U,(V,W))),X),Y)))),((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),(((Z,G),(AA,AB)),(((Z,G),(AB,AA)),((G,Z),(AA,AB))))))))),((E,D),F)),A),B)))),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",7,0,218
reconcILS,136,"((((((G,AA),AB),((((((X,V),T),W),U),((Q,((R,P),S)),(M,(J,(N,((I,O),((H,L),K))))))),((B,(E,D)),C))),Z),AC),A);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",3,22,18
ete3,136,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((G,Z),(AA,AB))),C),((E,D),F)),A),B),(((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(F,(D,E))),A),B)),(((((((Z,G),(AA,AB)),((Y,(((((W,V),U),T),X),((((U,(V,W)),T),X),((((U,(W,V)),T),X),(((U,(W,V)),T),X))))),(((((((((M,I),J),(((L,K),(N,H)),((K,L),(N,H)))),O),((((K,L),(N,H)),((M,I),J)),O)),((((K,L),(H,N)),((M,I),J)),O)),((((K,L),(N,H)),((M,I),J)),O)),((((K,L),(N,H)),((I,M),J)),O)),((((R,S),(Q,P)),((S,R),(Q,P))),((S,R),(P,Q)))))),C),((E,D),F)),A),B)),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),(((Z,G),(AA,AB)),((Z,G),(AB,AA)))),C),((E,D),F)),A),B)))));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",7,0,208
reconcILS,137,"((AC,(((((((Z,G),AA),AB),((Y,(X,(((W,V),U),T))),(((S,R),(Q,P)),(O,(K,((J,((N,M),I)),(L,H))))))),C),A),(E,F))),B);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",1,7,5
ete3,137,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((B,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),((((E,D),F),(C,(((((((((M,I),J),((K,L),(N,H))),(((((K,L),(N,H)),((M,I),J)),(((K,L),(H,N)),((I,M),J))),(((K,L),(N,H)),((M,I),J)))),(((L,K),(N,H)),((M,I),J))),O),((P,Q),(R,S))),(((T,(U,(V,W))),X),Y)),(((Z,G),(AA,AB)),((AB,AA),(G,Z)))))),A))),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",4,0,93
reconcILS,138,"((AC,C),(((((Z,AB),AA),G),((Y,(X,(U,((W,V),T)))),(((S,R),(Q,P)),(O,(N,(((K,L),(J,(M,I))),H)))))),((F,(E,D)),A)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",0,10,1
ete3,138,"(((B,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),(((C,(((((((((K,L),(N,H)),((M,I),J)),(((N,H),(L,K)),((I,M),J))),(((K,L),(H,N)),((M,I),J))),O),((P,Q),(R,S))),(((((U,(V,W)),T),(((W,V),U),T)),X),Y)),(((Z,G),(AA,AB)),(((Z,G),(AB,AA)),((G,Z),(AA,AB)))))),((E,D),F)),A))),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",5,0,82
reconcILS,139,"(((((((Z,AB),AA),G),((Y,(X,(U,((W,V),T)))),(((S,R),(Q,P)),((M,(I,(J,O))),(K,(L,(N,H))))))),(F,((B,AC),A))),C),(E,D));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",1,18,5
ete3,139,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(F,(D,E))),A),B),AC),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC)),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC)),(((((C,((((((((M,I),J),(((K,L),(H,N)),((L,K),(N,H)))),O),((((((K,L),(N,H)),((M,I),J)),O),((((K,L),(N,H)),((M,I),J)),O)),((((K,L),(N,H)),((I,M),J)),O))),((P,Q),(R,S))),(((((U,(V,W)),T),(((W,V),U),T)),X),Y)),(((Z,G),(AA,AB)),(((Z,G),(AB,AA)),((G,Z),(AA,AB)))))),((E,D),F)),A),B),AC))));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",9,0,156
reconcILS,140,"(((F,(E,D)),AC),(((((Z,G),AB),AA),(((X,Y),(U,(W,(V,T)))),((((S,R),Q),P),(O,(((J,M),I),((K,L),(N,H))))))),((B,A),C)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",1,10,4
ete3,140,"((AC,((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B)),((((C,(((((((H,N),(L,K)),(((M,I),J),((I,M),J))),O),(((S,R),(Q,P)),((P,Q),(R,S)))),(((X,((((U,(W,V)),T),((U,(V,W)),T)),(((W,V),U),T))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AB,AA)),((AA,AB),(G,Z))))),((E,D),F)),A),B))),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),B),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",7,0,124
reconcILS,141,"(((((((((((((G,AA),AB),Z),((((V,W),U),T),X)),M),I),((S,R),(((K,L),N),(((Q,O),H),J)))),F),(E,D)),B),C),AC),A);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",2,18,11
ete3,141,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(F,(D,E))),((C,(((((((U,(W,V)),T),X),Y),((((((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))),((((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(P,Q))))),(((((M,I),J),((H,N),(L,K))),O),((S,R),(Q,P)))),(((((K,L),(N,H)),((M,I),J)),O),((Q,P),(R,S))))),((Z,G),(AA,AB))),(((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),(((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((I,M),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),(((Y,(X,(T,(U,(W,V))))),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),(((G,Z),(AA,AB)),(((Z,G),(AA,AB)),((Z,G),(AB,AA))))))))),((E,D),F)))),B))));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",6,0,230
reconcILS,142,"(((AC,A),B),((((Z,G),AA),((Y,(X,(U,(W,(V,T))))),((((S,R),Q),P),(O,((J,(M,I)),(L,(K,(N,H)))))))),((F,(E,D)),C)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",0,8,1
ete3,142,"((((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),((C,((((((((L,K),(H,N)),((K,L),(N,H))),((I,M),J)),O),(((S,R),(Q,P)),((P,Q),(R,S)))),((((((U,(W,V)),T),((U,(V,W)),T)),(((W,V),U),T)),X),Y)),((AB,AA),(G,Z)))),((E,D),F)))),B),AC),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",6,0,96
reconcILS,143,"((((((Z,AB),AA),G),(((X,Y),((W,(V,U)),T)),(((S,R),(Q,P)),(O,(K,((L,(J,(M,I))),(N,H))))))),(AC,((B,A),C))),(F,(E,D)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",0,14,0
ete3,143,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),B),AC),(((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B)),AC),(((((C,(((((((((K,L),(H,N)),((M,I),J)),(((K,L),(N,H)),((I,M),J))),(((L,K),(N,H)),((M,I),J))),O),((P,Q),(R,S))),(((X,(T,(((W,V),U),(U,(V,W))))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AA,AB)),(((Z,G),(AB,AA)),((G,Z),(AA,AB)))))),((E,D),F)),A),B),AC)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",7,0,131
reconcILS,144,"(((((((((AB,AA),G),Z),((X,((W,V),(U,T))),((Q,(((S,R),P),O)),((J,(M,I)),(((K,L),N),H))))),C),(F,(E,D))),A),AC),B);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",0,7,1
ete3,144,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((B,(A,(((D,E),F),(C,(((Y,(((((W,V),U),T),((U,(V,W)),T)),X)),(((O,((((K,L),(N,H)),((H,N),(L,K))),((I,M),J))),((S,R),(Q,P))),((((((K,L),(N,H)),((M,I),J)),O),((Q,P),(R,S))),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(P,Q)))))),(((G,Z),(AA,AB)),((Z,G),(AA,AB)))))))),AC));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",5,0,66
reconcILS,145,"((AC,((((((Z,G),AA),AB),(((X,Y),(((W,V),U),T)),(((S,R),(Q,P)),(O,((J,(M,I)),((K,L),(N,H))))))),(F,(E,D))),A)),B);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",0,3,1
