Process,Replicate,Gene_tree,Species_Tree,Duplication,NNI,Loss
reconcILS,4906,"(((AC,(((((((AB,AA),(Z,((((G,G),G),G),G))),((Y,(X,(((W,V),U),T))),(((S,R),(((Q,Q),Q),P)),(O,((M,(((((J,J),J),J),J),I)),((K,L),(N,H))))))),C),(F,(E,D))),B),A)),AC),AC);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",11,3,1
ete3,4906,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,(((D,E),F),(C,(((((((H,N),(L,K)),(((M,I),(J,(J,(J,(J,J))))),((I,M),J))),O),((P,(Q,(Q,Q))),(R,S))),(((T,(U,(V,W))),X),Y)),(((G,(G,(G,(G,G)))),Z),(AA,AB)))))),B)),AC)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",7,0,82
reconcILS,5008,"((((((((((Z,G),AA),AB),((X,((((W,W),V),(U,U)),((T,T),T))),(((S,R),(Q,P)),((O,O),((K,(L,(J,(M,I)))),(N,(H,H))))))),B),A),((((F,F),F),F),(E,D))),C),AC),AC);","(,(B,(A,((,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(,((J,(I,M)),((,N),(L,K))))),(Y,(X,(,((V,),)))))))))));",10,10,1
ete3,5008,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),(F,(F,(F,F))))),A),B),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((C,(((Y,(((T,(T,T)),((U,U),(V,(W,W)))),X)),((((((K,L),((H,H),N)),((M,I),J)),((((K,L),(N,H)),((I,M),J)),(((L,K),(N,H)),((M,I),J)))),(O,O)),((P,Q),(R,S)))),(((Z,G),(AA,AB)),((AB,AA),(G,Z))))),((E,D),F)),A),B))))));","(,(B,(A,((,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(,((J,(I,M)),((,N),(L,K))))),(Y,(X,(,((V,),)))))))))));",10,0,140
reconcILS,6813,"((AC,AC),(((((AB,AA),(Z,G)),(((X,Y),(((W,V),(((U,U),U),U)),T)),((((S,(R,R)),Q),P),(O,((J,(M,I)),(N,((K,L),H))))))),(A,(B,C))),(((F,F),F),((((E,E),E),E),D))));","(,(B,(A,((,(D,)),(C,(((AB,AA),(G,Z)),((((P,Q),(,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",10,8,0
ete3,6813,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,(E,(E,(E,E)))),(F,(F,F)))),A),B),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B)),((((C,((((((((N,H),(L,K)),((K,L),(H,N))),((I,M),J)),O),(((S,R),(Q,P)),((P,Q),((R,R),S)))),(((X,(T,((U,(U,(U,U))),(V,W)))),Y),((((U,(W,V)),T),X),Y))),((G,Z),(AA,AB)))),((E,D),F)),A),B))),(AC,AC));","(,(B,(A,((,(D,)),(C,(((AB,AA),(G,Z)),((((P,Q),(,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",9,0,111
reconcILS,9769,"((AC,AC),((((((((((Z,Z),Z),G),AA),AB),((Y,(X,((W,V),((U,U),T)))),(((S,R),((((Q,Q),Q),Q),P)),(O,((K,L),((M,(J,I)),(N,H))))))),(F,(E,D))),C),(A,A)),B));","(,(B,(,((F,(D,E)),(C,(((AB,AA),(G,)),((((P,),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",8,5,0
ete3,9769,"((B,((A,A),(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),((C,((((((((K,L),(H,N)),(((M,I),J),((I,M),J))),(((N,H),(L,K)),((M,I),J))),O),((P,(Q,(Q,(Q,Q)))),(R,S))),((((((W,V),(U,U)),T),((U,(V,W)),T)),X),Y)),(((Z,G),(AA,AB)),((AB,AA),(G,(Z,(Z,Z))))))),((D,E),F))))),(AC,AC));","(,(B,(,((F,(D,E)),(C,(((AB,AA),(G,)),((((P,),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",10,0,45
reconcILS,11034,"((B,AC),(((((((((G,G),G),AA),Z),(AB,AB)),((Y,Y),((X,(((W,V),U),T)),((((S,S),R),(Q,P)),((K,((M,(J,I)),O)),(L,(N,H))))))),C),(F,(E,(D,D)))),(((((A,A),A),A),A),A)));","(AC,(B,(,((F,(,E)),(C,(((,AA),(,Z)),((((P,Q),(R,)),(O,((J,(I,M)),((H,N),(L,K))))),(,(X,(T,((V,W),U)))))))))));",11,9,0
ete3,11034,"(((B,((A,(A,(A,(A,(A,A))))),((((D,D),E),F),(C,((((Y,((T,(U,(V,W))),X)),((((((M,I),J),((K,L),(H,N))),O),(((((K,L),(N,H)),(((M,I),J),((I,M),J))),O),((((L,K),(N,H)),((M,I),J)),O))),((P,Q),(R,(S,S))))),(((((U,(W,V)),T),X),(Y,Y)),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),(((Z,G),(AA,(AB,AB))),(((G,Z),(AA,AB)),((Z,(G,(G,G))),(AB,AA))))))))),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC));","(AC,(B,(,((F,(,E)),(C,(((,AA),(,Z)),((((P,Q),(R,)),(O,((J,(I,M)),((H,N),(L,K))))),(,(X,(T,((V,W),U)))))))))));",11,0,65
reconcILS,6309,"((A,((B,B),AC)),((((AB,AA),((Z,Z),G)),((Y,((X,X),(((W,V),(U,U)),T))),(((S,R),(Q,(P,P))),((O,O),(((J,J),((M,M),I)),(((K,L),(N,N)),H)))))),((F,(E,D)),C)));","(AC,(,(A,((F,(D,E)),(C,(((AB,AA),(G,)),((((,Q),(R,S)),(,((,(I,)),((H,),(L,K))))),(Y,(,(T,((V,W),)))))))))));",9,5,0
ete3,6309,"((((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),((C,((((((((K,L),(N,H)),((H,(N,N)),(L,K))),((I,(M,M)),(J,J))),(O,O)),(((P,P),Q),(R,S))),(((T,((U,U),(V,W))),(X,X)),Y)),((G,(Z,Z)),(AA,AB)))),((E,D),F)))),B),AC),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),(B,B)),AC),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC)));","(AC,(,(A,((F,(D,E)),(C,(((AB,AA),(G,)),((((,Q),(R,S)),(,((,(I,)),((H,),(L,K))))),(Y,(,(T,((V,W),)))))))))));",13,0,91
reconcILS,11420,"(((((((((Z,G),AA),AB),((Y,((X,X),(((W,V),U),T))),(((S,R),(Q,P)),(O,((N,N),((J,(M,(I,I))),(K,(L,H)))))))),C),(B,A)),(F,((E,E),(((D,D),D),D)))),AC),AC);","(,(B,(A,((F,(,)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(,M)),((H,),(L,K))))),(Y,(,(T,((V,W),U)))))))))));",8,8,0
ete3,11420,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(((D,(D,(D,D))),(E,E)),F)),A),B),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(((((E,D),F),(C,(((((((((K,L),(N,H)),((L,K),(N,H))),(((I,I),M),J)),(((K,L),(H,(N,N))),((M,I),J))),O),((P,Q),(R,S))),(((T,(U,(V,W))),(X,X)),Y)),(((Z,G),(AA,AB)),((AB,AA),(G,Z)))))),A),B)))));","(,(B,(A,((F,(,)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(,M)),((H,),(L,K))))),(Y,(,(T,((V,W),U)))))))))));",10,0,102
reconcILS,129,"(((((((((((AA,AA),AA),(AB,AB)),Z),((G,G),G)),((X,(((W,V),U),(Y,T))),(((Q,Q),((S,R),P)),(O,(J,((M,(I,I)),(L,((K,(N,N)),H)))))))),A),(F,(E,D))),C),B),AC);","(AC,(B,(A,((F,(D,E)),(C,(((,),(,Z)),((((P,),(R,S)),(O,((J,(,M)),((H,),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",7,10,0
ete3,129,"(AC,(B,((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((D,E),F)),A),(((C,(((((((J,((I,I),M)),((((K,L),(N,H)),((L,K),(H,(N,N)))),((K,L),(N,H)))),(((K,L),(N,H)),((M,I),J))),O),(((Q,P),(R,S)),((S,R),(P,(Q,Q))))),((((((U,(W,V)),T),X),Y),(((T,(U,(V,W))),X),Y)),((((U,(W,V)),T),X),Y))),(((Z,(G,(G,G))),(AA,AB)),((G,Z),((AB,AB),(AA,(AA,AA))))))),((E,D),F)),A)))));","(AC,(B,(A,((F,(D,E)),(C,(((,),(,Z)),((((P,),(R,S)),(O,((J,(,M)),((H,),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",12,0,87
reconcILS,1516,"((AC,AC),((((((Z,G),AA),AB),((Y,(X,(W,(U,((V,V),(T,T)))))),(((S,R),(Q,P)),(((((K,K),K),L),(J,(M,I))),((O,O),(N,H)))))),((B,B),C)),(F,(E,(((((((D,D),D),D),D),D),D),D)))));","(,(,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(,((J,(I,M)),((H,N),(L,))))),(Y,(X,(,((,W),U)))))))))));",14,8,1
ete3,1516,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(((D,(D,(D,(D,(D,(D,(D,D))))))),E),F)),A),B),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),(B,B)),((((C,((((((((K,L),(H,N)),((M,I),J)),(O,O)),(O,(((N,H),(L,(K,(K,K)))),((I,M),J)))),((P,Q),(R,S))),((((((U,(W,(V,V))),(T,T)),(((W,V),U),T)),((U,(V,W)),T)),X),Y)),(((Z,G),(AA,AB)),((AB,AA),(G,Z))))),((E,D),F)),A),B))),(AC,AC));","(,(,(A,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(,((J,(I,M)),((H,N),(L,))))),(Y,(X,(,((,W),U)))))))))));",11,0,84
reconcILS,8865,"(((((((((((Z,G),AB),AA),(((X,X),(((W,W),(V,V)),(((U,U),U),(T,T)))),(P,(((S,S),(R,R)),(Q,(O,((((K,K),(L,L)),((J,M),I)),(N,H)))))))),C),(F,(E,D))),A),B),AC),AC),AC);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",12,8,2
ete3,8865,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),(AC,(B,(A,(((D,E),F),(C,(((Y,(((((W,V),(U,(U,U))),(T,T)),((U,((V,V),(W,W))),T)),(X,X))),(((((S,R),(P,Q)),(((((K,L),(H,N)),((M,I),J)),(((N,H),((L,L),(K,K))),(((M,I),J),((I,M),J)))),O)),(((((K,L),(N,H)),((M,I),J)),O),((Q,P),((R,R),(S,S))))),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P))))),(((Z,G),(AB,AA)),((AA,AB),(G,Z)))))))))));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",16,0,88
reconcILS,9929,"((AC,((((((((G,AA),Z),AB),((((X,X),Y),(((W,V),(U,U)),T)),(((S,(R,R)),(Q,P)),(O,(N,((K,L),((J,(M,I)),H))))))),C),(F,(E,(((D,D),D),D)))),(A,A)),B)),AC);","(,(B,(,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(,(T,((V,W),)))))))))));",7,7,0
ete3,9929,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((B,((A,A),((((D,(D,(D,D))),E),F),(C,(((((((((K,L),(N,H)),((I,M),J)),(((N,H),(L,K)),((M,I),J))),(((K,L),(H,N)),((M,I),J))),O),((P,Q),((R,R),S))),(((X,(T,((U,U),(V,W)))),Y),((((U,(W,V)),T),(X,X)),Y))),(((Z,G),(AA,AB)),(((G,Z),(AA,AB)),((Z,G),(AB,AA))))))))),AC));","(,(B,(,((F,(,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(,(T,((V,W),)))))))))));",9,0,49
reconcILS,444,"(((((AC,AC),AC),AC),(((((((Z,G),AB),AA),((X,(Y,(((W,V),(U,U)),T))),(((S,R),(Q,P)),(O,((((J,J),J),((M,M),((I,I),I))),((K,L),(N,H))))))),C),(F,(E,D))),(B,A))),AC);","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((,(,)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",6,4,0
ete3,444,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),AC),((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,(((D,E),F),(C,(((((((H,N),(L,K)),(((I,(I,I)),(M,M)),(J,(J,J)))),O),((P,Q),(R,S))),(((X,(T,((U,U),(V,W)))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AB,AA)),((AA,AB),(G,Z))))))),B)),(AC,(AC,(AC,AC)))));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((,(,)),((H,N),(L,K))))),(Y,(X,(T,((V,W),)))))))))));",9,0,66
reconcILS,5401,"((AC,AC),((((((AB,AA),(Z,G)),((Y,(X,(((W,(((V,V),V),V)),U),T))),(((S,(R,R)),(((Q,Q),Q),P)),(((O,O),O),((N,(((J,J),J),(M,I))),((K,L),H)))))),(F,(E,D))),C),(B,A)));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,),(,S)),(,((,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((,W),U)))))))))));",11,4,0
ete3,5401,"((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((A,(((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),((C,((((((((M,I),J),((N,H),(L,K))),(((K,L),(H,N)),((I,M),(J,(J,J))))),(O,(O,O))),((P,(Q,(Q,Q))),((R,R),S))),(((T,(U,((V,(V,(V,V))),W))),X),Y)),((G,Z),(AA,AB)))),((D,E),F)))),B)),(AC,AC));","(,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,),(,S)),(,((,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((,W),U)))))))))));",9,0,72
reconcILS,3574,"(((F,F),(((((((Z,G),AB),AA),(((Y,Y),(X,((((W,W),W),((U,U),U)),T))),((((S,S),R),(Q,P)),((((O,O),O),O),((J,(M,I)),((N,N),((K,L),(H,H)))))))),(B,A)),C),(E,D))),AC);","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",13,7,6
ete3,3574,"(AC,((((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),(F,(D,E))),A),B),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),(((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),F)),A),B),((((C,((((((((N,(H,H)),(L,K)),((K,L),(H,(N,N)))),((I,M),J)),(O,(O,(O,O)))),((P,Q),(R,(S,S)))),(((T,((V,(W,(W,W))),(U,(U,U)))),X),(Y,Y))),(((Z,G),(AB,AA)),((AA,AB),(G,Z))))),((E,D),F)),A),B)))),((((((((((U,(W,V)),T),X),Y),(((((K,L),(N,H)),((M,I),J)),O),((S,R),(Q,P)))),((Z,G),(AA,AB))),C),((E,D),(F,F))),A),B)));","(AC,(B,(A,((F,(D,E)),(C,(((AB,AA),(G,Z)),((((P,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,K))))),(Y,(X,(T,((V,W),U)))))))))));",11,0,136
reconcILS,5265,"((((((((Z,G),AA),((((AB,AB),AB),AB),AB)),((((Y,Y),Y),(X,(((U,U),U),(V,((T,T),T))))),(((S,R),(Q,((P,P),P))),(O,((((((K,K),K),L),N),(J,(M,I))),H))))),(F,(E,(D,D)))),A),AC),B);","(AC,(B,(A,((F,(,E)),(C,(((,AA),(G,Z)),((((,Q),(R,S)),(O,((J,(I,M)),((H,N),(L,))))),(,(X,(,((V,W),)))))))))));",12,5,2
