Process,Replicate,Gene_tree,Species_Tree,Duplication,NNI,Loss
True Process,0,"((((C,C),A),A),(B,C));","((C,B),A);",5,0,2
Our_algorithm,0,"((((C,C),A),A),(B,C));","((C,B),A);",3,1,0
True Process,1,"((((A,A),B),C),A);","((C,B),A);",2,1,0
Our_algorithm,1,"((((A,A),B),C),A);","((C,B),A);",2,1,0
True Process,2,"((C,B),B);","((C,B),A);",1,0,1
Our_algorithm,2,"((C,B),B);","((C,B),A);",1,1,1
True Process,3,"((A,A),((((A,A),A),A),(C,B)));","((C,B),A);",7,0,2
Our_algorithm,3,"((A,A),((((A,A),A),A),(C,B)));","((C,B),A);",4,1,0
True Process,4,"(((((B,B),B),C),B),A);","((C,B),A);",3,0,0
Our_algorithm,4,"(((((B,B),B),C),B),A);","((C,B),A);",3,1,0
True Process,5,"((((B,B),(((B,B),C),C)),C),A);","((C,B),A);",4,0,1
Our_algorithm,5,"((((B,B),(((B,B),C),C)),C),A);","((C,B),A);",6,1,4
True Process,6,"((A,A),(B,C));","((C,B),A);",1,0,0
Our_algorithm,6,"((A,A),(B,C));","((C,B),A);",1,0,0
True Process,7,"(((C,C),A),B);","((C,B),A);",2,1,1
Our_algorithm,7,"(((C,C),A),B);","((C,B),A);",1,1,0
True Process,8,"((B,C),A);","((C,B),A);",1,0,1
Our_algorithm,8,"((B,C),A);","((C,B),A);",0,0,0
True Process,9,"(A,(B,C));","((C,B),A);",1,0,1
Our_algorithm,9,"(A,(B,C));","((C,B),A);",0,0,0
True Process,10,"(B,(C,A));","((C,B),A);",0,1,0
Our_algorithm,10,"(B,(C,A));","((C,B),A);",0,1,0
True Process,11,"(C,B);","((C,B),A);",0,0,1
Our_algorithm,11,"(C,B);","((C,B),A);",0,0,1
True Process,12,"((B,C),A);","((C,B),A);",0,0,0
Our_algorithm,12,"((B,C),A);","((C,B),A);",0,0,0
True Process,13,"(((B,C),C),((B,B),(C,C)));","((C,B),A);",4,0,1
Our_algorithm,13,"(((B,C),C),((B,B),(C,C)));","((C,B),A);",4,1,1
True Process,14,"((C,((C,C),B)),A);","((C,B),A);",2,0,1
Our_algorithm,14,"((C,((C,C),B)),A);","((C,B),A);",2,1,0
True Process,15,"((C,C),A);","((C,B),A);",2,1,2
Our_algorithm,15,"((C,C),A);","((C,B),A);",1,0,1
True Process,16,"(A,C);","((C,B),A);",0,1,1
Our_algorithm,16,"(A,C);","((C,B),A);",0,0,1
True Process,17,"(((A,A),A),(C,B));","((C,B),A);",2,0,0
Our_algorithm,17,"(((A,A),A),(C,B));","((C,B),A);",2,0,0
True Process,18,"((B,B),((B,B),((C,C),(B,B))));","((C,B),A);",6,0,1
Our_algorithm,18,"((B,B),((B,B),((C,C),(B,B))));","((C,B),A);",4,1,2
True Process,19,"((C,B),A);","((C,B),A);",0,0,0
Our_algorithm,19,"((C,B),A);","((C,B),A);",0,0,0
True Process,20,"(A,A);","((C,B),A);",2,0,2
Our_algorithm,20,"(A,A);","((C,B),A);",1,0,2
True Process,21,"(B,B);","((C,B),A);",1,1,2
Our_algorithm,21,"(B,B);","((C,B),A);",1,0,2
True Process,22,"(A,(((B,B),B),C));","((C,B),A);",3,0,1
Our_algorithm,22,"(A,(((B,B),B),C));","((C,B),A);",3,0,0
True Process,23,"(C,((A,A),((B,C),C)));","((C,B),A);",3,1,0
Our_algorithm,23,"(C,((A,A),((B,C),C)));","((C,B),A);",2,2,0
True Process,24,"(((C,C),C),((((A,A),A),A),(A,(B,C))));","((C,B),A);",7,0,0
Our_algorithm,24,"(((C,C),C),((((A,A),A),A),(A,(B,C))));","((C,B),A);",7,1,0
True Process,25,"(((C,B),C),A);","((C,B),A);",1,0,0
Our_algorithm,25,"(((C,B),C),A);","((C,B),A);",1,1,0
True Process,26,A;,"((C,B),A);",0,0,1
Our_algorithm,26,A;,"((C,B),A);",0,0,2
True Process,27,"(((B,B),C),(A,C));","((C,B),A);",3,1,2
Our_algorithm,27,"(((B,B),C),(A,C));","((C,B),A);",2,1,0
True Process,28,"((B,B),A);","((C,B),A);",1,1,1
Our_algorithm,28,"((B,B),A);","((C,B),A);",1,0,1
True Process,29,"(((((C,C),B),C),((C,C),B)),A);","((C,B),A);",5,0,1
Our_algorithm,29,"(((((C,C),B),C),((C,C),B)),A);","((C,B),A);",4,1,2
True Process,30,B;,"((C,B),A);",0,0,2
Our_algorithm,30,B;,"((C,B),A);",0,0,2
True Process,31,A;,"((C,B),A);",0,0,1
Our_algorithm,31,A;,"((C,B),A);",0,0,2
True Process,32,"(B,C);","((C,B),A);",0,1,1
Our_algorithm,32,"(B,C);","((C,B),A);",0,0,1
True Process,33,"(A,(C,B));","((C,B),A);",0,0,0
Our_algorithm,33,"(A,(C,B));","((C,B),A);",0,0,0
True Process,34,"((B,A),(A,C));","((C,B),A);",1,1,0
Our_algorithm,34,"((B,A),(A,C));","((C,B),A);",1,1,0
True Process,35,"((A,B),(B,B));","((C,B),A);",2,1,1
Our_algorithm,35,"((A,B),(B,B));","((C,B),A);",2,1,1
True Process,36,"(((B,B),(C,C)),((((B,C),B),B),C));","((C,B),A);",6,1,2
Our_algorithm,36,"(((B,B),(C,C)),((((B,C),B),B),C));","((C,B),A);",6,1,3
True Process,37,"(A,B);","((C,B),A);",0,0,1
Our_algorithm,37,"(A,B);","((C,B),A);",0,0,1
True Process,38,"(((A,A),A),(B,C));","((C,B),A);",4,0,3
Our_algorithm,38,"(((A,A),A),(B,C));","((C,B),A);",2,0,0
True Process,39,B;,"((C,B),A);",0,1,2
Our_algorithm,39,B;,"((C,B),A);",0,0,2
True Process,40,"((((B,C),C),A),C);","((C,B),A);",3,0,1
Our_algorithm,40,"((((B,C),C),A),C);","((C,B),A);",1,2,0
True Process,41,"(((A,A),A),C);","((C,B),A);",3,0,2
Our_algorithm,41,"(((A,A),A),C);","((C,B),A);",2,0,1
True Process,42,"((B,B),(((B,B),B),B));","((C,B),A);",5,0,2
Our_algorithm,42,"((B,B),(((B,B),B),B));","((C,B),A);",3,0,2
True Process,43,"((A,A),(C,C));","((C,B),A);",2,1,1
Our_algorithm,43,"((A,A),(C,C));","((C,B),A);",2,0,1
True Process,44,C;,"((C,B),A);",0,0,2
Our_algorithm,44,C;,"((C,B),A);",0,0,2
True Process,45,"((((A,A),(((A,A),(A,A)),A)),C),C);","((C,B),A);",9,0,3
Our_algorithm,45,"((((A,A),(((A,A),(A,A)),A)),C),C);","((C,B),A);",5,1,1
True Process,46,"(C,A);","((C,B),A);",2,1,3
Our_algorithm,46,"(C,A);","((C,B),A);",0,0,1
True Process,47,"(A,B);","((C,B),A);",0,1,1
Our_algorithm,47,"(A,B);","((C,B),A);",0,0,1
True Process,48,"((C,C),((B,B),C));","((C,B),A);",3,0,1
Our_algorithm,48,"((C,C),((B,B),C));","((C,B),A);",3,1,1
True Process,49,"((C,B),B);","((C,B),A);",1,0,1
Our_algorithm,49,"((C,B),B);","((C,B),A);",1,1,1
True Process,50,"(((C,C),B),A);","((C,B),A);",2,0,1
Our_algorithm,50,"(((C,C),B),A);","((C,B),A);",1,0,0
True Process,51,"(((C,A),C),A);","((C,B),A);",2,0,1
Our_algorithm,51,"(((C,A),C),A);","((C,B),A);",2,1,3
True Process,52,"((C,B),A);","((C,B),A);",1,0,1
Our_algorithm,52,"((C,B),A);","((C,B),A);",0,0,0
True Process,53,"(A,(B,C));","((C,B),A);",0,0,0
Our_algorithm,53,"(A,(B,C));","((C,B),A);",0,0,0
True Process,54,"(B,C);","((C,B),A);",0,0,1
Our_algorithm,54,"(B,C);","((C,B),A);",0,0,1
True Process,55,"((A,A),(((B,C),C),A));","((C,B),A);",3,0,0
Our_algorithm,55,"((A,A),(((B,C),C),A));","((C,B),A);",3,2,0
True Process,56,"(B,C);","((C,B),A);",0,1,1
Our_algorithm,56,"(B,C);","((C,B),A);",0,0,1
True Process,57,"((((A,A),A),C),B);","((C,B),A);",2,1,0
Our_algorithm,57,"((((A,A),A),C),B);","((C,B),A);",2,1,0
True Process,58,"(B,A);","((C,B),A);",0,0,1
Our_algorithm,58,"(B,A);","((C,B),A);",0,0,1
True Process,59,"(((A,A),(B,C)),(((B,C),((C,C),B)),A));","((C,B),A);",7,0,0
Our_algorithm,59,"(((A,A),(B,C)),(((B,C),((C,C),B)),A));","((C,B),A);",5,1,2
True Process,60,"((A,A),C);","((C,B),A);",2,0,2
Our_algorithm,60,"((A,A),C);","((C,B),A);",1,0,1
True Process,61,"((C,B),A);","((C,B),A);",0,0,0
Our_algorithm,61,"((C,B),A);","((C,B),A);",0,0,0
True Process,62,"(((C,C),(B,C)),((C,(C,B)),A));","((C,B),A);",5,1,2
Our_algorithm,62,"(((C,C),(B,C)),((C,(C,B)),A));","((C,B),A);",4,3,2
True Process,63,"(((C,B),A),A);","((C,B),A);",1,0,0
Our_algorithm,63,"(((C,B),A),A);","((C,B),A);",1,1,0
True Process,64,"(B,A);","((C,B),A);",0,0,1
Our_algorithm,64,"(B,A);","((C,B),A);",0,0,1
True Process,65,"(A,A);","((C,B),A);",1,0,1
Our_algorithm,65,"(A,A);","((C,B),A);",1,0,2
True Process,66,"((A,A),B);","((C,B),A);",1,0,1
Our_algorithm,66,"((A,A),B);","((C,B),A);",1,0,1
True Process,67,"(B,C);","((C,B),A);",0,0,1
Our_algorithm,67,"(B,C);","((C,B),A);",0,0,1
True Process,68,"(A,(C,B));","((C,B),A);",0,0,0
Our_algorithm,68,"(A,(C,B));","((C,B),A);",0,0,0
True Process,69,"((B,B),(B,C));","((C,B),A);",2,0,1
Our_algorithm,69,"((B,B),(B,C));","((C,B),A);",2,1,1
True Process,70,"(((A,A),A),((C,B),A));","((C,B),A);",3,0,0
Our_algorithm,70,"(((A,A),A),((C,B),A));","((C,B),A);",3,1,0
True Process,71,"((((C,B),C),C),(A,A));","((C,B),A);",3,0,2
